50.89999999999999,5100,46,53
50,4500,50,50
62.00000000000001,11800,62,62
54.6,7300,56,56
18.7,500,22,22
54.5,7550,39,70
56.1,8450,66,66
39.699999999999996,500,25,46
52.00000000000001,5550,52,52
41.5,500,39,64
37.05,500,36,43
51.300000000000004,4700,57,57
54.49999999999999,6250,51,56
31.450000000000006,500,37,37
39.05,500,39,40
53,5800,53,53
36.55,500,43,43
53,6100,47,59
52,5250,52,52
35.8,500,33,37
59,9600,59,59
54,6100,60,60
43,500,43,43
60,10000,60,67
41,500,28,54
46.9,2150,28,55
42.00000000000001,500,42,42
50,3950,50,50
47,1850,47,47
34.4,500,32,35
41.8,500,44,44
36.1,500,38,38
57.00000000000001,8500,57,57
57,8150,57,57
45.99999999999999,1250,46,46
40,500,40,40
60,11950,60,60
63,12650,63,64
48.75,3450,50,50
54,5950,54,54
34.85,500,41,41
55.05,7200,55,56
52.199999999999996,4700,48,54
63.375,13600,65,65
47.00000000000001,1700,47,47
67,12950,67,67
55,8650,55,55
63,11900,70,70
66,16100,66,67
60,11100,60,66
50.4,4150,56,56
27,500,27,31
54,6800,54,54
43,500,43,43
49,2750,49,49
68,12650,68,68
61,12350,61,61
42.45,500,42,45
63,11050,63,63
52.65,6550,54,54
44,500,44,46
31,500,31,31
66.5,16500,62,71
57.00000000000001,7600,57,57
56.3,7850,56,58
56.05,9100,59,59
48,2550,48,48
39.900000000000006,500,42,42
46,1300,46,46
57.00000000000001,9000,57,57
51.675,4550,53,53
55.05,7900,55,56
39,500,39,39
52.65,5700,54,54
50.7,4050,52,52
46,1050,46,46
46,1350,46,46
35,500,35,35
63,11450,63,63
62.4,10950,64,64
41.925,500,43,43
54,5750,54,54
52,5850,50,54
63,13250,63,63
38.25,500,45,45
52.400000000000006,5400,42,55
41.4,500,46,46
42.6,500,33,45
40,500,40,40
50.7,4600,52,52
52.2,5450,58,58
69,16400,69,69
40.95,500,42,42
48,2350,48,48
20.7,500,23,23
