41.65694319007295,500
27.577376791847108,500
58.19278934395225,10050
30.364676210286614,500
34.375752170041025,500
33.254746840344815,500
40.94489010686833,500
35.16002642047591,500
40.013748777926395,500
34.640089558746205,500
35.27500676325827,500
46.83861113618678,2050
33.79684218712303,500
53.54791563503579,5500
31.76347910905618,500
42.999238343988736,500
42.032027794782564,500
48.56972310284786,2800
42.608501777903044,500
38.87260038388704,500
20.040596233018228,500
34.7912701571854,500
27.877695642675548,500
39.71443720324076,500
37.816518951765374,500
29.75,500
29.901017349449333,500
47.927029336833414,2500
33.145458068798405,500
31.19129828070971,500
26.903508982049633,500
30.79931061498726,500
32.868501900088056,500
48.33190896300579,3050
44.05706175735607,500
40.8466899167514,500
48.40671578974065,3000
52.4161740399587,5450
28.433173468792127,500
34.01721151088579,500
30.741172898785653,500
20.767355070722747,500
35.23629102390627,500
35.914159758735224,500
42.23469666169024,500
50.22322733220462,4400
48.914950000000005,2750
32.90697194579152,500
45.08685168157345,500
32.150992405819665,500
35.99269944128788,500
55.61233662577651,7500
42.40764476352931,500
42.177462503624774,500
46.83195235532663,1800
41.072355099125204,500
56.31956836085567,8050
43.821204703097294,500
40.31055540123682,500
39.52392295573033,500
39.029780114743346,500
48.4720517940482,3050
59.05928361587197,8650
37.85503984461304,500
41.62811030210123,500
56.79413041611638,7500
39.188364045581935,500
57.26548025666229,9500
45,550
40.034484943541365,500
39.68349277751264,500
42.10269179226813,500
37.77040804230626,500
40.71998991717765,500
37.426455462249294,500
46.28897506851916,1350
32.900000000000006,500
36.05976272725593,500
45.4,800
28.5,500
31.789069793059127,500
50.90081995280161,4700
47.99862250541074,2900
49.55273882487897,4350
32.3082788730191,500
29,500
38.47335047451249,500
42.622331216197,500
36.021509970260375,500
32.97351298995674,500
39.226344756156806,500
38.34642508296081,500
38.72319671954598,500
40.678478215963196,500
47.582080099800685,2200
61.34276589503653,12900
39.32248036891005,500
40.33625306423069,500
31.69427163748616,500
41.19889900396254,500
41.147234846786795,500
43.345401873870934,500
41.064494346338996,500
36.99999999999999,500
41.8,500
40.43029382114116,500
42.462658652233145,500
34.693743359958546,500
37.10985028025616,500
33.7,500
45.49040590190585,950
30.75,500
40.77835676144872,500
38.58528061188707,500
37.56544180260901,500
38.862044558823825,500
40.32808469392688,500
43.80766451686003,500
37.45331682349541,500
35.199999999999996,500
52.55179746306864,5400
32,500
28.999999999999996,500
29.200000000000003,500
31.1,500
21.000000000000004,500
34,500
20.099999999999998,500
30,500
30,500
35,500
25,500
26,500
25,500
31,500
28,500
28,500
27.199999999999996,500
26,500
70.82248137160609,18200
59.632613432512656,9700
63.107180443936784,11500
41.542899791453415,500
46.49788728019884,1350
43.36189065085482,500
52.69372185230728,6050
33.5,500
59.3,12350
51.16910595033404,4900
40.541295729511546,500
66.35031140393131,16750
41.4,500
42.31678252680222,500
46,1200
45,500
72.41322823609661,20000
47.23338091684882,2100
49.865108445746124,3400
37.45,500
45.99999999999999,1050
55.5,7250
37.89009620063287,500
55.39287130188216,7600
56.05,9150
63.46544493983254,13750
48,2650
40.77326665174285,500
48.22430514736075,2650
73.99636898775842,19700
59.268976887344074,9150
66.80371294730561,14950
38.5,500
41,500
55.099999999999994,7500
37.60000000000001,500
63.96538130484164,12800
53.456080021184164,6700
46.75996466115454,1800
43.59800841028346,500
66.29595252837267,13400
45.05,500
56.106019481011245,7200
47.300000000000004,1950
42.64961922298896,500
51.5,4750
42.8,500
74.5,20000
64.6,12450
67.48151948627275,16200
55,7350
43.45492756505747,500
39.782776717022195,500
52.400000000000006,5500
49.192618663853274,3850
57.45,8550
60.98573091815702,10550
45.88013377420445,1250
32.05,500
50,3800
38,500
41.94707385642461,500
42.83200001887569,500
46.43847648252315,1300
60.369273955509875,7850
46,1250
46.56155967636212,1450
49,3200
67.2,15100
48.03949162965562,2150
45.317817644942416,800
41.91659501939385,500
70.39999999999999,16700
48,2300
30.93161987373875,500
73.59137947492988,19750
47.69548033373378,2450
46.679997472226475,1550
55.81653596998387,6450
70.67113728776813,16950
48.83829758589064,3350
60.46468743728098,10750
42,500
49.3227238612617,3900
51.279232272221265,4450
45.08292941624223,600
54.5,6200
41,500
60.45,12050
54.6,8650
39.18637101887931,500
58,9000
57.00000000000001,8500
49.425645602847105,3700
61.3,12050
38.935008807360234,500
45.604918842533905,900
65.6,10600
40.699999999999996,500
28.52322025044429,500
61.94559121411996,12950
44.79061956508613,500
73.60285281381339,17900
44.65123958000535,500
83.70344155722634,20000
30.900000000000002,500
46,1250
50.15609150628991,3650
35,500
39.29633438437949,500
25.2,500
51,4200
45.599999999999994,900
47.00000000000001,1850
42.13864307356714,500
47.32513443469709,1800
53.18551577493529,5950
78.935317507868,20000
52.853657944360165,5900
45.0696284629493,700
42.162482591803524,500
53.38357896583223,6250
43.26690458662975,500
59,11000
41,500
43.7728983116109,500
31.777759734491262,500
67.64307655585179,12750
58.873366424512305,9000
74.62612503293059,20000
59.8901939853119,13000
62.57040899855264,12700
45.42885996854522,800
46.449999999999996,1500
74.4969073588907,20000
45.958040700832136,1250
57.50593969029766,9900
50,3900
31.900000000000002,500
49.36913318942415,3900
38.7,500
57.82630261878512,9550
64.12522916562776,14550
46.59021570918522,1700
50.43813499199664,4150
57.00000000000001,8900
47.99999999999999,2500
48.96300809344302,3250
46,1250
51.91335280824022,5850
76.8,20000
44,500
45.825,1000
60.1338288489992,12550
43.351377966553684,500
59,11150
41.15356583645195,500
42.76045648580484,500
45.6583128331401,1000
41.026149374818495,500
47.76004757294637,2100
56,7650
75.47017911432745,20000
39.004375132812655,500
39.63360917456773,500
57.5,9050
44,500
49.90336913943594,4150
51.28364811065193,5400
30.93463802148086,500
33.65237741509252,500
70.69150474032001,16850
50.6739536117868,4500
69.84522073964361,15600
48.71509035919272,3000
44.67409517296251,500
34,500
44.53443610852438,500
50.3,4500
38,500
46.75550304552137,1500
44.68433803668015,500
45.003002033875234,500
58.5,10050
47.00000000000001,1850
59.34758593159793,8700
62.7,11450
41.17468220482456,500
53.12520240229287,5600
36.5,500
63.66047220702613,12050
58,10200
44,500
73.125,20000
35.49649082392046,500
42.75,500
69,14950
46,1200
46,1400
61.653602355108184,11350
62.2,12200
