BLACK,0.063,22.362,149,USA
DANIELS,0.062,22.425,150,USA
PALMER,0.062,22.487,151,USA
MILLS,0.061,22.547,152,USA
NICHOLS,0.06,22.607,153,USA
GRANT,0.06,22.667,154,USA
KNIGHT,0.06,22.727,155,USA
FERGUSON,0.059,22.786,156,USA
ROSE,0.059,22.845,157,USA
STONE,0.059,22.904,158,USA
HAWKINS,0.059,22.963,159,USA
DUNN,0.058,23.022,160,USA
PERKINS,0.058,23.079,161,USA
HUDSON,0.058,23.137,162,USA
SPENCER,0.057,23.194,163,USA
GARDNER,0.057,23.251,164,USA
STEPHENS,0.057,23.308,165,USA
PAYNE,0.057,23.365,166,USA
PIERCE,0.056,23.421,167,USA
BERRY,0.056,23.477,168,USA
MATTHEWS,0.056,23.533,169,USA
ARNOLD,0.056,23.589,170,USA
WAGNER,0.055,23.645,171,USA
WILLIS,0.055,23.7,172,USA
RAY,0.055,23.755,173,USA
WATKINS,0.055,23.811,174,USA
OLSON,0.055,23.866,175,USA
CARROLL,0.055,23.921,176,USA
DUNCAN,0.055,23.976,177,USA
SNYDER,0.055,24.031,178,USA
HART,0.054,24.086,179,USA
CUNNINGHAM,0.054,24.14,180,USA
BRADLEY,0.054,24.194,181,USA
LANE,0.054,24.247,182,USA
ANDREWS,0.054,24.301,183,USA
RUIZ,0.054,24.355,184,USA
HARPER,0.054,24.408,185,USA
FOX,0.053,24.462,186,USA
RILEY,0.053,24.515,187,USA
ARMSTRONG,0.053,24.568,188,USA
CARPENTER,0.053,24.621,189,USA
WEAVER,0.053,24.673,190,USA
GREENE,0.053,24.726,191,USA
LAWRENCE,0.052,24.779,192,USA
ELLIOTT,0.052,24.831,193,USA
CHAVEZ,0.052,24.883,194,USA
SIMS,0.052,24.936,195,USA
AUSTIN,0.052,24.988,196,USA
PETERS,0.052,25.04,197,USA
KELLEY,0.052,25.092,198,USA
FRANKLIN,0.051,25.143,199,USA
LAWSON,0.051,25.195,200,USA
FIELDS,0.051,25.246,201,USA
GUTIERREZ,0.051,25.297,202,USA
RYAN,0.051,25.348,203,USA
SCHMIDT,0.051,25.4,204,USA
CARR,0.051,25.451,205,USA
VASQUEZ,0.051,25.502,206,USA
CASTILLO,0.051,25.552,207,USA
WHEELER,0.051,25.603,208,USA
CHAPMAN,0.05,25.653,209,USA
OLIVER,0.05,25.703,210,USA
MONTGOMERY,0.049,25.753,211,USA
RICHARDS,0.049,25.802,212,USA
WILLIAMSON,0.049,25.851,213,USA
JOHNSTON,0.049,25.9,214,USA
BANKS,0.048,25.948,215,USA
MEYER,0.048,25.996,216,USA
BISHOP,0.048,26.045,217,USA
MCCOY,0.048,26.093,218,USA
HOWELL,0.048,26.14,219,USA
ALVAREZ,0.048,26.188,220,USA
MORRISON,0.048,26.235,221,USA
HANSEN,0.047,26.283,222,USA
FERNANDEZ,0.047,26.33,223,USA
GARZA,0.047,26.377,224,USA
HARVEY,0.047,26.424,225,USA
LITTLE,0.046,26.47,226,USA
BURTON,0.046,26.516,227,USA
STANLEY,0.046,26.562,228,USA
NGUYEN,0.046,26.608,229,USA
GEORGE,0.046,26.653,230,USA
JACOBS,0.046,26.699,231,USA
REID,0.046,26.745,232,USA
KIM,0.045,26.79,233,USA
FULLER,0.045,26.835,234,USA
LYNCH,0.045,26.88,235,USA
DEAN,0.045,26.925,236,USA
GILBERT,0.045,26.97,237,USA
GARRETT,0.045,27.015,238,USA
ROMERO,0.045,27.059,239,USA
WELCH,0.044,27.104,240,USA
LARSON,0.044,27.148,241,USA
FRAZIER,0.044,27.192,242,USA
BURKE,0.044,27.235,243,USA
HANSON,0.043,27.279,244,USA
DAY,0.043,27.322,245,USA
MENDOZA,0.043,27.365,246,USA
MORENO,0.043,27.407,247,USA
BOWMAN,0.043,27.45,248,USA
MEDINA,0.042,27.492,249,USA
FOWLER,0.042,27.535,250,USA
