Name,Frequency
George,4
Joseph,3
David,3
James,3
John,3
Michael,3
Winston,3
Charles,3
William,3
Samuel,3
Robert,2
Vincent,2
Lloyd,2
Kenneth,2
Richard,2
Albert,2
Cecil,2
Donald,2
Henry,2
Hubert,2
Errol,2
Anthony,2
Arthur,2
Alfred,2
Edward,2
Patrick,2
Neville,2
Noel,2
Eric,2
Leonard,2
Paul,1
Roy,1
Harold,1
Thomas,1
Stanley,1
Daniel,1
Clifford,1
Keith,1
Rupert,1
Christopher,1
Andrew,1
Ronald,1
Trevor,1
Alexander,1
Phillip,1
Wilfred,1
Herbert,1
Norman,1
Carlton,1
Delroy,1
