Name,Frequency
Ivanov,881
Kuznetsov,436
Petrov,429
Magomedov,385
Smirnov,366
Popov,365
Volkov,219
Shevchenko,218
Vasilev,211
Novikov,205
Morozov,194
Pavlov,188
Sokolov,186
Aliev,182
Mikhaylov,181
Romanov,179
Makarov,177
Egorov,168
Kozlov,165
Nikolaev,163
Stepanov,161
Adreev,159
Zakharov,155
Kovalenko,154
Sergeev,149
Bondarenko,148
Nikitin,145
Zaytsev,144
Medvedev,143
Orlov,140
Kravchenko,138
Frolov,145
Kuzmin,134
Yakovlevv,128
Belov,122
Lebedev,122
Alekseev,120
Borisov,119
Antonov,110
Tkachenko,108
Tarasov,107
Sidorov,106
Kim,104
Mironov,103
Dmitriev,103
Isaev,102
Kotov,101
Matveev,99
Sorokin,99
Semenov,97
Fedorov,96
Zhukov,95
Melnikov,94
Grigorev,93
Akhmedov,92
Karpov,92
Semyonov,89
Gusev,89
Danilov,88
Vlasov,88
Fyodorov,88
Filippov,87
Polyakov,86
Boyko,85
Kolesnikov,85
Bogdanov,84
Karatsev,83
Karasev,82
Kirilenk,81
Ramazanov,80
Marchenko,79
Osipov,79
Ibragimov,78
Kalinin,78
Nazarov,77
